Date,Year,Month,Day,Weekday,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-05-06,2015,5,6,Wednesday,93.47000122070312,92.12999725341797,92.55999755859375,984900.0,88.1342544555664,-0.0036598806989635024,89.76862117222377,88.4312696838379
2015-05-07,2015,5,7,Thursday,93.27999877929688,92.37000274658203,92.61000061035156,801500.0,88.181884765625,0.0005404290346906482,89.77610342843192,88.40073272705078
2015-05-08,2015,5,8,Friday,94.80000305175781,93.48999786376953,94.55999755859375,1258400.0,90.03863525390625,0.021055917473483676,89.85839898245675,88.41055572509765
2015-05-11,2015,5,11,Monday,94.87999725341797,94.19999694824219,94.36000061035156,741500.0,89.84819793701172,-0.002115062232534992,89.83459418160575,88.4099299621582
2015-05-12,2015,5,12,Tuesday,94.13999938964844,93.04000091552734,93.08000183105469,1098300.0,88.62940979003906,-0.013564970416291344,89.60538973127093,88.36102386474609
2015-05-13,2015,5,13,Wednesday,93.80999755859375,92.70999908447266,92.91000366210938,821400.0,88.467529296875,-0.0018264873200392051,89.31497355869838,88.3766098022461
2015-05-14,2015,5,14,Thursday,95.33999633789062,93.33999633789062,95.26000213623047,1319700.0,90.70516967773438,0.025293352246228196,89.20343235560826,88.43827667236329
2015-05-15,2015,5,15,Friday,95.68000030517578,95.0,95.51000213623047,1260900.0,90.9432144165039,0.002624378958942186,89.26328386579242,88.49294174194335
2015-05-18,2015,5,18,Monday,96.88999938964844,95.52999877929688,96.58999633789062,995700.0,91.97157287597656,0.011307698612487593,89.36462456839425,88.62357208251953
2015-05-19,2015,5,19,Tuesday,96.95999908447266,96.16000366210938,96.68000030517578,1025800.0,92.05725860595703,0.0009316545025930267,89.52513613019671,88.73789291381836
2015-05-20,2015,5,20,Wednesday,97.56999969482422,96.66999816894531,96.77999877929688,983800.0,92.15248107910156,0.0010343831066284004,89.83391571044922,88.86777816772461
2015-05-21,2015,5,21,Thursday,96.83999633789062,96.12999725341797,96.4000015258789,744300.0,91.79065704345703,-0.003926362387725035,90.03795460292271,88.98739120483398
2015-05-22,2015,5,22,Friday,96.70999908447266,95.79000091552734,96.44000244140625,1267900.0,91.82874298095703,0.0004149217221744994,90.22907202584403,89.07949768066406
2015-05-26,2015,5,26,Tuesday,96.37000274658203,95.30000305175781,95.52999877929688,1164400.0,90.9622573852539,-0.009435886494523982,90.4079475402832,89.16679611206055
2015-05-27,2015,5,27,Wednesday,96.79000091552734,95.55000305175781,96.58999633789062,889500.0,91.97157287597656,0.011095981121575393,90.68204171316964,89.24601257324218
2015-05-28,2015,5,28,Thursday,96.94000244140625,95.83000183105469,96.23999786376953,862600.0,91.63831329345703,-0.0036235063954916935,90.92892946515765,89.33544830322266
2015-05-29,2015,5,29,Friday,97.12000274658203,95.7300033569336,96.12999725341797,1321600.0,91.5335464477539,-0.001143264666686128,91.03570883614677,89.39964340209961
2015-06-01,2015,6,1,Monday,96.83999633789062,95.44000244140625,96.12000274658203,831400.0,91.52404022216797,-0.00010385509963128925,91.15541185651507,89.45492156982422
2015-06-02,2015,6,2,Tuesday,96.63999938964844,95.13999938964844,96.11000061035156,771700.0,91.5145263671875,-0.00010394924609291589,91.36149161202567,89.50849151611328
2015-06-03,2015,6,3,Wednesday,96.44999694824219,95.61000061035156,96.04000091552734,605000.0,91.4478759765625,-0.0007283039455132645,91.57437351771763,89.55959014892578
2015-06-04,2015,6,4,Thursday,95.97000122070312,94.7300033569336,95.04000091552734,968000.0,90.49568176269531,-0.010412425698233085,91.55941009521484,89.59714675903321
2015-06-05,2015,6,5,Friday,95.37999725341797,94.48999786376953,95.19999694824219,783000.0,90.64801788330078,0.0016833523726020871,91.53832462855748,89.6591879272461
2015-06-08,2015,6,8,Monday,95.45999908447266,94.5999984741211,94.62000274658203,610600.0,90.09576416015625,-0.0060922868038383315,91.40433829171317,89.72460327148437
2015-06-09,2015,6,9,Tuesday,94.73999786376953,93.94999694824219,94.16000366210938,757100.0,89.65777587890625,-0.004861363742599711,91.2329466683524,89.75507369995117
2015-06-10,2015,6,10,Wednesday,96.11000061035156,94.16000366210938,96.01000213623047,1194400.0,91.41930389404297,0.019647241947155614,91.18057686941964,89.80192108154297
2015-06-11,2015,6,11,Thursday,96.8499984741211,95.87000274658203,96.54000091552734,798500.0,91.92395782470703,0.005520211915515771,91.19009835379464,89.88361831665038
2015-06-12,2015,6,12,Friday,96.48999786376953,95.52999877929688,95.66999816894531,629200.0,91.09556579589844,-0.009011709769810805,91.13772855486188,89.96912475585937
2015-06-15,2015,6,15,Monday,95.16999816894531,93.9000015258789,94.66999816894531,1187600.0,90.14335632324219,-0.010452863038248106,91.07923562186105,90.03672973632813
2015-06-16,2015,6,16,Tuesday,95.30999755859375,94.37000274658203,95.16000366210938,719900.0,90.60994720458984,0.0051760983879336475,90.98197664533343,90.10147842407227
2015-06-17,2015,6,17,Wednesday,95.5,94.56999969482422,95.0999984741211,686100.0,90.55280303955078,-0.0006306610565618431,90.90444019862584,90.17041625976563
2015-06-18,2015,6,18,Thursday,97.33000183105469,95.37000274658203,97.1500015258789,1081600.0,92.5047836303711,0.021556269108176984,90.97381428309849,90.2681103515625
2015-06-19,2015,6,19,Friday,97.30000305175781,96.70999908447266,96.87999725341797,1135400.0,92.2477035522461,-0.0027791003668765635,91.02550452096122,90.34066696166992
2015-06-22,2015,6,22,Monday,97.9000015258789,97.2300033569336,97.4000015258789,604700.0,92.74285125732422,0.005367588416959279,91.11324201311383,90.41036743164062
2015-06-23,2015,6,23,Tuesday,97.66999816894531,96.4800033569336,96.62000274658203,957900.0,92.00012969970703,-0.00800839684728294,91.15268870762416,90.47740142822266
2015-06-24,2015,6,24,Wednesday,97.2699966430664,96.12999725341797,96.72000122070312,1393500.0,92.09536743164062,0.001035191279017189,91.26695196969169,90.55700439453125
2015-06-25,2015,6,25,Thursday,97.18000030517578,96.29000091552734,96.44999694824219,860000.0,91.83827209472656,-0.002791620730596467,91.35197012765067,90.63622634887696
2015-06-26,2015,6,26,Friday,97.94000244140625,96.30999755859375,97.33999633789062,1492800.0,93.01842498779297,0.012850338602289124,91.56073161533901,90.74114578247071
2015-06-29,2015,6,29,Monday,97.33000183105469,95.27999877929688,95.36000061035156,1153400.0,91.12635040283203,-0.020340858117187444,91.66562979561942,90.80213012695313
2015-06-30,2015,6,30,Tuesday,96.4800033569336,95.3499984741211,95.56999969482422,980800.0,91.3270263671875,0.002202172735639829,91.65903854370117,90.8509407043457
2015-07-01,2015,7,1,Wednesday,96.43000030517578,95.44000244140625,96.06999969482422,782800.0,91.8048095703125,0.005231564216314544,91.65052795410156,90.88340759277344
2015-07-02,2015,7,2,Thursday,96.29000091552734,95.25,95.76000213623047,641300.0,91.50857543945312,-0.0032267822595121176,91.6800286429269,90.87681365966797
2015-07-06,2015,7,6,Monday,96.05000305175781,94.7699966430664,95.98999786376953,852200.0,91.72836303710938,0.0024018251469959395,91.79324340820312,90.86071380615235
2015-07-07,2015,7,7,Tuesday,96.98999786376953,95.05000305175781,96.9000015258789,1012100.0,92.59796142578125,0.009480147250856996,91.9352444240025,90.86733810424805
2015-07-08,2015,7,8,Wednesday,96.5199966430664,95.4000015258789,95.41999816894531,907000.0,91.18368530273438,-0.015273296531268077,91.98030744280133,90.88890594482422
2015-07-09,2015,7,9,Thursday,96.87000274658203,95.63999938964844,95.66000366210938,949300.0,91.41304016113281,0.0025153058646067983,91.90232576642718,90.90611068725586
2015-07-10,2015,7,10,Friday,96.91000366210938,95.80999755859375,96.37000274658203,1193600.0,92.09149932861328,0.007421907927846583,91.89116832188198,90.95173873901368
2015-07-13,2015,7,13,Monday,97.69000244140625,96.91000366210938,97.62999725341797,745500.0,93.29557037353516,0.013074725177677271,91.93064825875419,91.06105880737304
2015-07-14,2015,7,14,Tuesday,98.5,97.44999694824219,98.26000213623047,783900.0,93.8975830078125,0.006452746168623236,92.06618063790458,91.16032821655273
2015-07-15,2015,7,15,Wednesday,98.30000305175781,97.44000244140625,97.51000213623047,1064700.0,93.18089294433594,-0.007632678504801649,92.14371817452567,91.24088409423828
2015-07-16,2015,7,16,Thursday,98.33000183105469,97.4000015258789,98.16999816894531,1110000.0,93.81157684326172,0.006768382218686586,92.28466851370675,91.34795562744141
2015-07-17,2015,7,17,Friday,98.23999786376953,97.45999908447266,98.20999908447266,867300.0,93.8498306274414,0.0004077725315672076,92.3440546308245,91.4622671508789
2015-07-20,2015,7,20,Monday,98.66000366210938,98.05000305175781,98.37999725341797,625400.0,94.01226806640625,0.001730822931473197,92.55019160679409,91.57887481689453
2015-07-21,2015,7,21,Tuesday,99.23999786376953,98.22000122070312,99.05999755859375,1220900.0,94.66207122802734,0.00691189751067478,92.78840909685407,91.67134353637695
2015-07-22,2015,7,22,Wednesday,99.20999908447266,98.06999969482422,98.54000091552734,1348400.0,94.1651611328125,-0.005249305120504477,92.95700563703265,91.75768280029297
2015-07-23,2015,7,23,Thursday,98.95999908447266,98.01000213623047,98.25,1612100.0,93.8880386352539,-0.0029429408310334138,93.12696729387555,91.86285537719726
2015-07-24,2015,7,24,Friday,103.98999786376953,99.83000183105469,100.97000122070312,3012400.0,96.4872817993164,0.027684497427412635,93.46689006260463,92.0232504272461
2015-07-27,2015,7,27,Monday,101.19000244140625,99.69000244140625,100.0199966430664,2172900.0,95.57943725585938,-0.009408955527892782,93.67985262189593,92.1207357788086
2015-07-28,2015,7,28,Tuesday,101.75,99.9800033569336,101.61000061035156,1113900.0,97.0988540649414,0.015896900554192017,94.10236467633929,92.24384857177735
2015-07-29,2015,7,29,Wednesday,102.30000305175781,101.37000274658203,101.9800033569336,1222800.0,97.45242309570312,0.0036413306229674536,94.53374917166573,92.35346557617187
2015-07-30,2015,7,30,Thursday,102.0199966430664,101.30999755859375,101.83999633789062,673000.0,97.31865692138672,-0.0013726305623518176,94.90711757114956,92.45869354248048
2015-07-31,2015,7,31,Friday,102.80000305175781,101.58999633789062,102.2699966430664,1242800.0,97.72956085205078,0.0042222523785546695,95.22383117675781,92.57023513793945
2015-08-03,2015,8,3,Monday,102.69999694824219,100.93000030517578,101.51000213623047,970900.0,97.0033187866211,-0.007431140169852135,95.44566944667271,92.67448837280273
2015-08-04,2015,8,4,Tuesday,102.41999816894531,101.2699966430664,101.4800033569336,913600.0,96.9746322631836,-0.0002957272369268349,95.7166508265904,92.77740615844726
2015-08-05,2015,8,5,Wednesday,103.36000061035156,102.0,103.12000274658203,1440700.0,98.54182434082031,0.016160845790922362,96.05452564784459,92.9289974975586
2015-08-06,2015,8,6,Thursday,103.4800033569336,101.02999877929688,101.31999969482422,1159400.0,96.82173919677734,-0.01745538156563675,96.26680483136859,93.02600082397461
2015-08-07,2015,8,7,Friday,101.4000015258789,99.87999725341797,100.94000244140625,1092500.0,96.45861053466797,-0.0037504868753840404,96.44154357910156,93.12240676879883
2015-08-10,2015,8,10,Monday,102.5,101.52999877929688,102.19000244140625,722500.0,97.65312194824219,0.01238366805154123,96.6551900591169,93.24479827880859
2015-08-11,2015,8,11,Tuesday,101.94999694824219,100.80000305175781,101.81999969482422,1114300.0,97.29954528808594,-0.0036207409768593823,96.87907464163644,93.36030838012695
2015-08-12,2015,8,12,Wednesday,103.30999755859375,100.94999694824219,103.12999725341797,1934400.0,98.55136108398438,0.012865587317926641,97.21216910226005,93.5010450744629
2015-08-13,2015,8,13,Thursday,103.83999633789062,102.20999908447266,102.97000122070312,1533900.0,98.39849090576172,-0.001551172673225465,97.34868403843471,93.64005737304687
2015-08-14,2015,8,14,Friday,103.73999786376953,102.66000366210938,103.63999938964844,831300.0,99.03873443603516,0.0065066397297353085,97.59577669416156,93.81091842651367
2015-08-17,2015,8,17,Monday,104.23999786376953,102.5999984741211,104.13999938964844,786700.0,99.51654052734375,0.004824436560396439,97.76846858433315,93.98828887939453
2015-08-18,2015,8,18,Tuesday,104.44999694824219,103.7300033569336,104.30999755859375,684900.0,99.67898559570312,0.0016323423975408424,97.92750876290458,94.17995330810547
2015-08-19,2015,8,19,Wednesday,105.33999633789062,102.94999694824219,104.52999877929688,1163600.0,99.88922119140625,0.0021091265570842843,98.1111204964774,94.38458221435548
2015-08-20,2015,8,20,Thursday,103.91999816894531,102.5,102.5199966430664,1027000.0,97.96846008300781,-0.019228912644317253,98.12818472726005,94.51556533813476
2015-08-21,2015,8,21,Friday,101.79000091552734,99.33999633789062,99.37000274658203,1783600.0,94.95830535888672,-0.03072575318189774,97.98211233956474,94.57625228881835
2015-08-24,2015,8,24,Monday,96.43000030517578,91.80999755859375,95.61000061035156,2560800.0,91.36524200439453,-0.03783832642034324,97.58144160679409,94.58164581298828
2015-08-25,2015,8,25,Tuesday,98.43000030517578,95.38999938964844,95.48999786376953,2489400.0,91.25055694580078,-0.0012552372880294538,97.06063679286412,94.60378982543945
2015-08-26,2015,8,26,Wednesday,98.83999633789062,95.66000366210938,98.80999755859375,2182700.0,94.42316436767578,0.03476808830612832,96.88931001935687,94.68005416870118
2015-08-27,2015,8,27,Thursday,101.30000305175781,99.45999908447266,101.08000183105469,2286700.0,96.5924072265625,0.02297363018294818,96.89886692592076,94.8008462524414
2015-08-28,2015,8,28,Friday,100.80000305175781,99.08999633789062,99.69000244140625,2478300.0,95.26410675048828,-0.013751603404588697,96.72822298322406,94.85603271484375
2015-08-31,2015,8,31,Monday,100.3499984741211,98.4000015258789,98.6500015258789,1810000.0,94.27027893066406,-0.01043234281750216,96.51184681483677,94.89648422241211
2015-09-01,2015,9,1,Tuesday,97.12999725341797,94.83999633789062,95.45999908447266,2028700.0,91.2219009399414,-0.032336575485946595,95.98831394740513,94.86606521606446
2015-09-02,2015,9,2,Wednesday,97.02999877929688,95.61000061035156,96.9000015258789,1430700.0,92.59796142578125,0.015084760037458622,95.57399041312081,94.87802185058594
2015-09-03,2015,9,3,Thursday,97.87000274658203,96.38999938964844,96.68000030517578,1661000.0,92.38773345947266,-0.0022703303946609577,95.09891891479492,94.88386917114258
2015-09-04,2015,9,4,Friday,96.26000213623047,94.5199966430664,95.33999633789062,1444000.0,91.10722351074219,-0.01386017278248508,94.49825341360909,94.86924819946289
2015-09-08,2015,9,8,Tuesday,98.62999725341797,96.83999633789062,98.56999969482422,1893100.0,94.19380950927734,0.033878608957622625,94.10645512172154,94.89275588989258
2015-09-09,2015,9,9,Wednesday,99.5199966430664,97.08000183105469,97.29000091552734,1605700.0,92.97065734863281,-0.012985483515496443,93.61227199009487,94.92964202880859
2015-09-10,2015,9,10,Thursday,98.88999938964844,96.94999694824219,98.30000305175781,1735700.0,93.93582153320312,0.010381384966990481,93.32422637939453,94.9818179321289
2015-09-11,2015,9,11,Friday,99.76000213623047,97.58000183105469,99.6500015258789,2048900.0,95.22589111328125,0.01373352102554537,93.34333964756557,95.05023956298828
2015-09-14,2015,9,14,Monday,99.94999694824219,98.36000061035156,98.76000213623047,1159000.0,94.3753890991211,-0.008931415649850893,93.55835015433175,95.10757583618164
2015-09-15,2015,9,15,Tuesday,100.12000274658203,98.76000213623047,99.8499984741211,944500.0,95.4169921875,0.011036808412889565,93.85595267159599,95.18134841918945
2015-09-16,2015,9,16,Wednesday,100.8499984741211,99.55999755859375,100.5999984741211,1218200.0,96.13367462158203,0.007511056654077919,93.97813197544643,95.25206268310546
2015-09-17,2015,9,17,Thursday,102.22000122070312,100.18000030517578,100.55999755859375,1683900.0,96.09546661376953,-0.0003974466591742942,93.94263621738979,95.35029830932618
2015-09-18,2015,9,18,Friday,100.16000366210938,99.05000305175781,99.22000122070312,4110000.0,94.81497955322266,-0.013325155760921081,93.91055570329938,95.41833709716796
2015-09-21,2015,9,21,Monday,100.69999694824219,98.80999755859375,99.61000061035156,1229300.0,95.18766784667969,0.003930690015577332,93.97608348301479,95.48026046752929
2015-09-22,2015,9,22,Tuesday,98.9000015258789,97.72000122070312,98.55999755859375,1295000.0,94.18427276611328,-0.010541229796517282,94.18768147059849,95.49803451538087
2015-09-23,2015,9,23,Wednesday,98.87999725341797,97.86000061035156,98.58999633789062,1332100.0,94.21294403076172,0.00030441669088032697,94.30303737095424,95.50434173583984
2015-09-24,2015,9,24,Thursday,98.4000015258789,97.4000015258789,98.22000122070312,1714200.0,93.85936737060547,-0.0037529520364081304,94.4081540788923,95.51791122436524
2015-09-25,2015,9,25,Friday,99.44999694824219,96.30000305175781,96.9000015258789,1564500.0,92.59796142578125,-0.013439318633413855,94.51463535853794,95.49363891601563
2015-09-28,2015,9,28,Monday,96.01000213623047,91.7300033569336,92.4000015258789,2584800.0,88.61325073242188,-0.043032380324627195,94.11602401733398,95.38890731811523
2015-09-29,2015,9,29,Tuesday,94.16000366210938,92.44000244140625,93.2300033569336,1653300.0,89.40924072265625,0.008982742238381025,93.86163711547852,95.29684677124024
2015-09-30,2015,9,30,Wednesday,94.8499984741211,92.87000274658203,94.0999984741211,1684300.0,90.24358367919922,0.009331730700309349,93.59790584019252,95.20847702026367
2015-10-01,2015,10,1,Thursday,94.97000122070312,93.6500015258789,94.91000366210938,1785600.0,91.02037811279297,0.008607752506317956,93.29751205444336,95.14558135986329
2015-10-02,2015,10,2,Friday,96.45999908447266,93.52999877929688,96.45999908447266,1593000.0,92.50686645507812,0.016331379555939662,93.16404615129743,95.11795791625977
2015-10-05,2015,10,5,Monday,97.41999816894531,95.88999938964844,96.88999938964844,1457100.0,92.91924285888672,0.004457792373810943,92.98563548496791,95.04659713745117
2015-10-06,2015,10,6,Tuesday,96.77999877929688,94.25,94.91999816894531,1477900.0,91.02997589111328,-0.0203323543073054,92.62108557564872,94.95560791015625
2015-10-07,2015,10,7,Wednesday,96.02999877929688,94.5,96.0,1038100.0,92.06571197509766,0.011377967244804,92.33324595860073,94.85494506835937
2015-10-08,2015,10,8,Thursday,97.36000061035156,95.44999694824219,97.3499984741211,1301600.0,93.36038208007812,0.014062456882217633,92.2293461390904,94.77310424804688
2015-10-09,2015,10,9,Friday,98.45999908447266,96.9000015258789,97.75,1459600.0,93.74400329589844,0.004109036480712591,92.12622724260602,94.70161117553711
2015-10-12,2015,10,12,Monday,98.73999786376953,97.37999725341797,98.51000213623047,792000.0,94.47286224365234,0.0077749927689059195,92.14684077671596,94.63647720336914
2015-10-13,2015,10,13,Tuesday,99.05000305175781,97.44000244140625,97.56999969482422,876000.0,93.5713882446289,-0.009542147634931109,92.10101536342076,94.5678385925293
2015-10-14,2015,10,14,Wednesday,98.37999725341797,96.68000030517578,96.9000015258789,1267200.0,92.92884063720703,-0.006866923954810034,92.03454916817802,94.48692276000976
2015-10-15,2015,10,15,Thursday,98.76000213623047,96.52999877929688,98.69000244140625,1226000.0,94.64546966552734,0.018472510972368683,92.1807997567313,94.40899566650391
2015-10-16,2015,10,16,Friday,100.05999755859375,98.30000305175781,100.02999877929688,1248800.0,95.9305648803711,0.013577989727191486,92.70346505301339,94.39117218017579
2015-10-19,2015,10,19,Monday,100.51000213623047,99.31999969482422,100.45999908447266,927900.0,96.3429183959961,0.0042984581206126915,93.19872774396624,94.38885833740234
2015-10-20,2015,10,20,Tuesday,100.43000030517578,98.9000015258789,99.20999908447266,1117000.0,95.14415740966797,-0.012442647641219273,93.54876872471401,94.33867904663086
2015-10-21,2015,10,21,Wednesday,99.97000122070312,98.55999755859375,99.79000091552734,2038700.0,95.70038604736328,0.005846167046288819,93.88305500575474,94.30669586181641
2015-10-22,2015,10,22,Thursday,100.19000244140625,98.11000061035156,98.52999877929688,2432000.0,94.49203491210938,-0.012626397710202353,94.02485275268555,94.22550933837891
2015-10-23,2015,10,23,Friday,98.36000061035156,94.02999877929688,94.44000244140625,4007200.0,90.56966400146484,-0.041510069227452595,93.85702569144112,94.06893280029297
2015-10-26,2015,10,26,Monday,94.76000213623047,93.55999755859375,93.9000015258789,2325000.0,90.05177307128906,-0.0057181500658698425,93.78715406145368,93.88919357299805
2015-10-27,2015,10,27,Tuesday,94.77999877929688,92.91999816894531,93.83999633789062,1794300.0,89.99422454833984,-0.0006390604092121333,93.63919067382812,93.69874725341796
2015-10-28,2015,10,28,Wednesday,95.8499984741211,93.05999755859375,95.7699966430664,1735100.0,91.84514617919922,0.020567115724911433,93.53095953805106,93.54207046508789
2015-10-29,2015,10,29,Thursday,96.69000244140625,95.36000061035156,95.8499984741211,1119800.0,91.9218521118164,0.0008351658830998421,93.4008058820452,93.38272308349609
2015-10-30,2015,10,30,Friday,96.4000015258789,95.47000122070312,95.62000274658203,1371500.0,91.70128631591797,-0.0023994925127284183,93.20283617292132,93.2573796081543
2015-11-02,2015,11,2,Monday,96.91000366210938,95.7300033569336,96.70999908447266,1152500.0,92.74662017822266,0.01139933695917228,93.14392416817802,93.21314590454102
2015-11-03,2015,11,3,Tuesday,97.11000061035156,95.86000061035156,96.80000305175781,987000.0,92.83293151855469,0.0009306144004619377,93.1370735168457,93.24249969482422
2015-11-04,2015,11,4,Wednesday,97.83999633789062,96.66999816894531,97.5,1438900.0,93.50424194335938,0.007231382375019635,93.05555725097656,93.2875733947754
2015-11-05,2015,11,5,Thursday,97.77999877929688,96.68000030517578,97.58999633789062,1619000.0,93.5905532836914,0.0009230740610068899,92.88841356549945,93.2709211730957
2015-11-06,2015,11,6,Friday,97.61000061035156,96.43000030517578,97.5999984741211,1286100.0,93.60014343261719,0.00010246919789769215,92.69250106811523,93.2110758972168
2015-11-09,2015,11,9,Monday,97.58999633789062,96.30000305175781,96.80999755859375,1049100.0,92.8425064086914,-0.008094400244922806,92.52809742518834,93.16264389038086
2015-11-10,2015,11,10,Tuesday,97.70999908447266,96.7699966430664,97.5999984741211,866300.0,93.60014343261719,0.008160454227621461,92.37808009556362,93.14924118041992
2015-11-11,2015,11,11,Wednesday,98.25,97.37000274658203,97.62999725341797,1052800.0,93.62891387939453,0.0003073760971110673,92.31642859322685,93.19738143920898
2015-11-12,2015,11,12,Thursday,97.05999755859375,95.58000183105469,95.61000061035156,2023400.0,91.69171142578125,-0.020690216017123064,92.39657483782086,93.17925643920898
2015-11-13,2015,11,13,Friday,96.41999816894531,95.1500015258789,95.62999725341797,1372300.0,91.71086120605469,0.0002088496329237799,92.51508113316127,93.16571899414062
2015-11-16,2015,11,16,Monday,96.69999694824219,95.19000244140625,96.66000366210938,1037000.0,92.69866943359375,0.010770896865962998,92.70825576782227,93.19754791259766
2015-11-17,2015,11,17,Tuesday,97.23999786376953,96.33999633789062,96.61000061035156,1585800.0,92.65071105957031,-0.0005173577389672168,92.7657961164202,93.16668594360351
2015-11-18,2015,11,18,Wednesday,97.22000122070312,96.44999694824219,97.01000213623047,1595500.0,93.03433227539062,0.00414051021771078,92.84525898524693,93.16795944213867
2015-11-19,2015,11,19,Thursday,96.98999786376953,95.36000061035156,95.41000366210938,1515200.0,91.49989318847656,-0.016493256299964343,92.83087376185826,93.11924087524415
2015-11-20,2015,11,20,Friday,97.16000366210938,95.56999969482422,96.4800033569336,1782200.0,92.52603912353516,0.011214722764155471,92.81511797223773,93.06524383544922
2015-11-23,2015,11,23,Monday,97.16000366210938,95.87999725341797,96.08000183105469,1707300.0,92.1424331665039,-0.0041459243329230455,92.76579666137695,93.02058471679688
2015-11-24,2015,11,24,Tuesday,96.69000244140625,95.0999984741211,96.61000061035156,1363100.0,92.65071105957031,0.005516219570064207,92.70483016967773,92.96525909423828
2015-11-25,2015,11,25,Wednesday,97.63999938964844,96.23999786376953,97.22000122070312,993900.0,93.2357177734375,0.006314109273171775,92.67948477608817,92.90729995727538
2015-11-27,2015,11,27,Friday,98.33000183105469,97.16999816894531,98.08999633789062,775400.0,94.0700454711914,0.008948584487560085,92.7130492074149,92.86679153442383
2015-11-30,2015,11,30,Monday,98.77999877929688,96.45999908447266,96.45999908447266,4376200.0,92.50686645507812,-0.016617181466038522,92.68907492501395,92.82062927246093
2015-12-01,2015,12,1,Tuesday,97.86000061035156,96.45999908447266,96.79000091552734,1476300.0,92.8233413696289,0.0034210964729246562,92.63358906337193,92.77334274291992
2015-12-02,2015,12,2,Wednesday,97.16999816894531,96.11000061035156,96.26000213623047,1221900.0,92.3150634765625,-0.005475755187937192,92.53974260602679,92.73595855712891
2015-12-03,2015,12,3,Thursday,96.55999755859375,92.43000030517578,92.58000183105469,2564300.0,88.78587341308594,-0.03822983953612913,92.33218274797711,92.6274171447754
2015-12-04,2015,12,4,Friday,94.37999725341797,92.66999816894531,94.33999633789062,1388100.0,90.47374725341797,0.01901061256084069,92.24381746564593,92.55970474243163
2015-12-07,2015,12,7,Monday,94.79000091552734,93.55000305175781,94.13999938964844,1009000.0,90.28193664550781,-0.0021200692326017734,92.07119369506836,92.51338424682618
2015-12-08,2015,12,8,Tuesday,93.94000244140625,93.01000213623047,93.5199966430664,1045000.0,89.6873550415039,-0.006585831297998501,91.85952540806362,92.53486633300781
2015-12-09,2015,12,9,Wednesday,93.93000030517578,92.16000366210938,92.31999969482422,1722500.0,88.53652954101562,-0.012831524577302189,91.53825378417969,92.517412109375
2015-12-10,2015,12,10,Thursday,93.62000274658203,92.37000274658203,92.93000030517578,937000.0,89.12153625488281,0.006607518014315028,91.36837114606585,92.49497116088867
2015-12-11,2015,12,11,Friday,92.63999938964844,91.55999755859375,92.19999694824219,1325100.0,88.42145538330078,-0.0078553501319798,91.07518659319196,92.44299270629882
2015-12-14,2015,12,14,Monday,92.0,90.30000305175781,91.41000366210938,1994800.0,87.663818359375,-0.008568474932260206,90.7552855355399,92.34613174438476
2015-12-15,2015,12,15,Tuesday,92.98999786376953,91.66000366210938,92.44000244140625,1707500.0,88.65161895751953,0.011268053532588196,90.46963609967914,92.26077926635742
2015-12-16,2015,12,16,Wednesday,94.12000274658203,92.5,93.93000030517578,1534700.0,90.08055877685547,0.01611859812758376,90.24426759992328,92.24179092407226
2015-12-17,2015,12,17,Thursday,94.26000213623047,92.69999694824219,92.70999908447266,1735500.0,88.91053009033203,-0.012988692592613593,89.87573078700474,92.17868728637696
2015-12-18,2015,12,18,Friday,92.29000091552734,91.26000213623047,91.26000213623047,2083900.0,87.51996612548828,-0.015640036826132464,89.51952362060547,92.06187896728515
2015-12-21,2015,12,21,Monday,92.29000091552734,90.83999633789062,91.41999816894531,1192900.0,87.67340850830078,0.0017532271732427773,89.15167127336774,91.9404670715332
2015-12-22,2015,12,22,Tuesday,92.87000274658203,91.12000274658203,92.7300033569336,950900.0,88.92971801757812,0.014329424744087493,88.90986088344029,91.82960418701173
2015-12-23,2015,12,23,Wednesday,94.19000244140625,92.86000061035156,94.12000274658203,956600.0,90.26277160644531,0.014989967567463625,89.01535361153739,91.76343185424804
2015-12-24,2015,12,24,Thursday,94.87999725341797,94.0,94.36000061035156,466400.0,90.49291229248047,0.0025496744885986633,89.01672254289899,91.71471328735352
2015-12-28,2015,12,28,Monday,94.22000122070312,93.63999938964844,93.94999694824219,860900.0,90.09972381591797,-0.004344964335899371,89.00370734078544,91.62379837036133
2015-12-29,2015,12,29,Tuesday,95.18000030517578,93.72000122070312,94.80999755859375,926100.0,91.29374694824219,0.013252239649077291,89.11844961983817,91.53106201171875
2015-12-30,2015,12,30,Wednesday,95.11000061035156,94.06999969482422,94.25,1226100.0,90.75450897216797,-0.005906625525841647,89.27687672206334,91.41929382324219
2015-12-31,2015,12,31,Thursday,93.94000244140625,92.91999816894531,92.94000244140625,912900.0,89.49310302734375,-0.013899099439908413,89.30341720581055,91.3062727355957
2016-01-04,2016,1,4,Monday,91.54000091552734,89.55999755859375,90.0199966430664,2089900.0,86.68138885498047,-0.031418221932747015,89.17912673950195,91.12589279174804
2016-01-05,2016,1,5,Tuesday,91.0199966430664,89.9800033569336,90.88999938964844,1533500.0,87.51911926269531,0.00966447837051132,89.16879108973912,90.98643447875976
2016-01-06,2016,1,6,Wednesday,91.11000061035156,89.69000244140625,90.75,2083800.0,87.38432312011719,-0.0015401908030350242,89.0782699584961,90.92272766113281
